,,,DBA-JF2,S07A,0.658,CVT(E・LTC),990～1000,4.0,20.8,111.61826923076922,20.5,V・I・EP・C,3W,A,,☆☆☆☆,101.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1010.0,4,22.6,102.72831858407078,20.5,V・I・EP・C,3W,A,,☆☆☆☆,110.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030.0,4,18.8,123.49255319148935,20.5,V・EP・C,3W,A,,☆☆☆☆,
,,N-BOX　Custom,DBA-JF1,S07A,0.658,CVT(E・LTC),960.0,4,25.2,92.12936507936507,20.8,V・I・EP・C,3W+EGR,F,,☆☆☆☆,121.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),980.0,4,21.6,107.48425925925925,20.5,V・I・EP・C,3W,F,Dengan Supercharger/Turbo,☆☆☆☆,105.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1010.0,4,23.2,100.07155172413793,20.5,V・I・EP・C,3W+EGR,A,,☆☆☆☆,113.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030.0,4,20.6,112.70194174757282,20.5,V・I・EP・C,3W,A,Dengan Supercharger/Turbo,☆☆☆☆,100.0
,,N-BOX　Custom,DBA-JF1,S07A,0.658,CVT(E・LTC),950～960,4.0,22.0,105.52999999999999,20.8,V・I・EP・C,3W,F,,☆☆☆☆,105.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),980.0,4.0,18.8,123.49255319148935,20.5,V・EP・C,3W,F,,☆☆☆☆,
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),960.0,4,24.2,95.93636363636364,20.8,V・I・EP・C,3W,F,,☆☆☆☆,116.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1000～1010,4.0,20.6,112.70194174757282,20.5,V・I・EP・C,3W,A,,☆☆☆☆,100.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030.0,4.0,18.2,127.56373626373626,20.5,V・EP・C,3W,A,,☆☆☆☆,
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1010.0,4,22.6,102.72831858407078,20.5,V・I・EP・C,3W,A,,☆☆☆☆,110.0
,,N-BOX　＋,DBA-JF1,S07A,0.658,CVT(E・LTC),990～1030,4,24.0,96.73583333333332,20.5,V・I・EP・C,3W+EGR,F,,☆☆☆☆,117.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1010.0,4,22.2,104.57927927927929,20.5,V・I・EP・C,3W,F,Dengan Supercharger/Turbo,☆☆☆☆,108.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1020.0,4,20.4,113.80686274509804,20.5,V・EP・C,3W+EGR,F,Tanpa Idling Stop,☆☆☆☆,
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030～1080,4,23.2,100.07155172413793,20.5,V・I・EP・C,3W+EGR,A,,☆☆☆☆,113.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1050.0,4,21.2,109.5122641509434,20.5,V・I・EP・C,3W,A,Dengan Supercharger/Turbo,☆☆☆☆,103.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1070.0,4,20.0,116.083,20.5,V・EP・C,3W+EGR,A,Tanpa Idling Stop,☆☆☆☆,
,,N-BOX　＋,DBA-JF1,S07A,0.658,CVT(E・LTC),980～1030,4,21.2,109.5122641509434,20.5,V・I・EP・C,3W,F,,☆☆☆☆,103.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1020.0,4,20.0,116.083,20.5,V・EP・C,3W,F,,☆☆☆☆,
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1010.0,4,19.4,119.67319587628867,20.5,V・EP・C,3W,F,,☆☆☆☆,
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),980～1030,4,23.2,100.07155172413793,20.5,V・I・EP・C,3W,F,,☆☆☆☆,113.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030～1070,4,20.6,112.70194174757282,20.5,V・I・EP・C,3W,A,,☆☆☆☆,100.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1060～1070,4,19.6,118.45204081632652,20.5,V・EP・C,3W,A,,☆☆☆☆,
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1060.0,4,18.8,123.49255319148935,20.5,V・EP・C,3W,A,,☆☆☆☆,
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030～1040,4,22.6,102.72831858407078,20.5,V・I・EP・C,3W,A,,☆☆☆☆,110.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1060～1070,4,22.4,103.64553571428571,20.5,V・I・EP・C,3W,A,,☆☆☆☆,109.0
,,N-BOX　＋　Custom,DBA-JF1,S07A,0.658,CVT(E・LTC),1000～1030,4,24.0,96.73583333333332,20.5,V・I・EP・C,3W+EGR,F,,☆☆☆☆,117.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1020.0,4,22.2,104.57927927927929,20.5,V・I・EP・C,3W,F,Dengan Supercharger/Turbo,☆☆☆☆,108.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1040～1080,4,23.2,100.07155172413793,20.5,V・I・EP・C,3W+EGR,A,,☆☆☆☆,113.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1060.0,4,21.2,109.5122641509434,20.5,V・I・EP・C,3W,A,Dengan Supercharger/Turbo,☆☆☆☆,103.0
,,N-BOX　＋　Custom,DBA-JF1,S07A,0.658,CVT(E・LTC),990～1040,4,21.2,109.5122641509434,20.5,V・I・EP・C,3W,F,,☆☆☆☆,103.0
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),1020.0,4,19.4,119.67319587628867,20.5,V・EP・C,3W,F,,☆☆☆☆,
,,,DBA-JF1,S07A,0.658,CVT(E・LTC),990～1040,4,23.2,100.07155172413793,20.5,V・I・EP・C,3W,F,,☆☆☆☆,113.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030～1080,4,20.6,112.70194174757282,20.5,V・I・EP・C,3W,A,,☆☆☆☆,100.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1060.0,4,18.8,123.49255319148935,20.5,V・EP・C,3W,A,,☆☆☆☆,
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1030～1050,4,22.6,102.72831858407078,20.5,V・I・EP・C,3W,A,,☆☆☆☆,110.0
,,,DBA-JF2,S07A,0.658,CVT(E・LTC),1070～1080,4,22.4,103.64553571428571,20.5,V・I・EP・C,3W,A,,☆☆☆☆,109.0
,,Life,DBA-JC1,P07A,0.658,4AT(E・LTC),810～840,4.0,19.6,118.45204081632652,21.0,EP,3W,F,LEDLampu Rem Tambahan,☆☆☆☆,
,,,DBA-JC1,P07A,0.658,4AT(E・LTC),810.0,4.0,19.4,119.67319587628867,21.0,EP,3W,F,,☆☆☆☆,
,,,DBA-JC1,P07A,0.658,4AT(E・LTC),810,4.0,19.2,120.91979166666667,21.0,EP,3W,F,ABS無,☆☆☆☆,
,,,DBA-JC1,P07A,0.658,4AT(E・LTC),840～850,4.0,18.4,126.17717391304349,21.0,EP,3W,F,Dengan Supercharger/Turbo,☆☆☆☆,
,,,DBA-JC1,P07A,0.658,4AT(E・LTC),870.0,4.0,17.6,131.9125,20.8,EP,3W,F,Dengan Supercharger/Turbo,☆☆☆☆,
,,,CBA-JC2,P07A,0.658,4AT(E・LTC),890～920,4.0,17.0,136.5682352941176,20.8,EP,3W,A,,☆☆☆,
,,,CBA-JC2,P07A,0.658,4AT(E・LTC),890～900,4.0,16.8,138.19404761904758,20.8,EP,3W,A,ABS無,☆☆☆,
,,,CBA-JC2,P07A,0.658,4AT(E・LTC),920～950,4.0,16.0,145.10375,20.8,EP,3W,A,Dengan Supercharger/Turbo,☆☆☆,
,,VAMOS,ABA-HM1,E07Z,0.656,5MT,970.0,4.0,16.2,143.31234567901234,20.8,EP,3W,R,,,
,,,ABA-HM1,E07Z,0.656,5MT,980～990,4.0,15.8,146.9405063291139,20.5,EP,3W,R,,,
,,,ABA-HM1,E07Z,0.656,3AT,990～1000,4.0,14.2,163.49718309859156,20.5,EP,3W,R,,,
,,,ABA-HM2,E07Z,0.656,5MT,1020～1030,4.0,15.2,152.74078947368417,20.5,EP,3W,A,,,
,,,ABA-HM2,E07Z,0.656,4AT,1060～1080,4.0,14.0,165.83285714285714,20.5,EP,3W,A,,,
,,VAMOS Hobio,ABA-HM3,E07Z,0.656,5MT,970.0,4.0,16.2,143.31234567901234,20.8,EP,3W,R,,,
,,,ABA-HM3,E07Z,0.656,5MT,980.0,4,15.8,146.9405063291139,20.5,EP,3W,R,,,
,,,ABA-HM3,E07Z,0.656,3AT,980～990,4.0,14.2,163.49718309859156,20.5,EP,3W,R,,,
,,,ABA-HM4,E07Z,0.656,5MT,1010～1020,4.0,15.2,152.74078947368417,20.5,EP,3W,A,,,
,,,ABA-HM4,E07Z,0.656,4AT,1060～1070,4.0,14.0,165.83285714285714,20.5,EP,3W,A,,,
