,,,CBF-TRH200K,1TR,1.998,4AT(E・LTC),1670～1760,850～1250,2915～3135,Struktur B1,9.5,244.3852631578947,/,"V
FI","3W
AI",R,,☆☆☆,Tanpa Standar BBM
,,,CBF-TRH200K,1TR,1.998,4AT(E・LTC),1770～1780,850～1000,2935～2960,Struktur B1,9.1,255.12747252747252,/,"V
FI","3W
AI",R,,☆☆☆,Tanpa Standar BBM
,,,CBF-TRH211K,2TR,2.693,4AT(E・LTC),1880～1890,850～1000,2990～3015,Struktur B1,9.1,255.12747252747252,/,"V
FI
B","3W
AI",R,,☆☆☆,Tanpa Standar BBM
,,,CBF-TRH221K,2TR,2.693,4AT(E・LTC),1850～1880,850～1000,3015～3060,Struktur B1,8.6,269.96046511627907,/,"V
FI
B","3W
AI",R,,☆☆☆,Tanpa Standar BBM
,,,CBF-TRH216K,2TR,2.693,4AT(E・LTC),1990～2000,850～1000,3100～3125,Struktur B1,8.2,283.1292682926829,/,"V
FI
B","3W
AI",A,,☆☆☆,Tanpa Standar BBM
,,,CBF-TRH226K,2TR,2.693,4AT(E・LTC),1960～1990,850～1000,3125～3170,Struktur B1,8.2,283.1292682926829,/,"V
FI
B","3W
AI",A,,☆☆☆,Tanpa Standar BBM
,,"Dyna
ToyoAce","ABF-
TRY220",1TR,1.998,5MT,"1550～
1630","1000～
1250","2910～
3015",Struktur B2,9.6,241.83958333333334,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,,"ABF-
TRY220",1TR,1.998,5MT,"1560～
1750","1250～
1500","2975～
3415",Struktur B2,9.2,252.35434782608698,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,,"ABF-
TRY220",1TR,1.998,"4AT
（E・LTC）","1560～
1600",1250.0,"2975～
3015",Struktur B2,8.4,276.38809523809516,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,,"ABF-
TRY230",1TR,1.998,5MT,"1570～
1700","1000～
1250","2980～
3030",Struktur B2,9.6,241.83958333333334,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,,"ABF-
TRY230",1TR,1.998,5MT,"1590～
1760","1250～
1500","3250～
3425",Struktur B2,9.2,252.35434782608698,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,,"ABF-
TRY230",1TR,1.998,"4AT
（E・LTC）","1580～
1720","1250～
1500","2995～
3385",Struktur B2,8.4,276.38809523809516,／,"V
FI","3W
AI",R,,,Tanpa Standar BBM
,,(Catatan)Mode JC08Efisiensi BBMを有する車両については、Mode 10-15Efisiensi BBMに下線を引いています。,,,,,,,,,,,,,,,,,
,,(Catatan)Total Berat Kendaraan2.5tLebih dari3.5t以下の貨物車については、平成２２年度Standar BBMは設定されていません。,,,,,,,,,,,,,,,,,
,," *印の付いているNama Modelについては、Daihatsu Motor Co., Ltd.が製造事業者です。",,,,,,,,,,,,,,,,,
