,※1,"Flair
　クロスオーバー",DBA-MS31S,R06A,0.658,5MT,750～770,4.0,23.4,99.21623931623931,21.0,"V,EP",3W,F,,☆☆☆☆,111.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),770～790,4.0,26.0,89.29461538461538,21.0,"V,EP,C",3W,F,,☆☆☆☆,123.0
,,,DBA-MS31S,R06A,0.658,5MT,800～820,4.0,23.2,100.07155172413793,21.0,"V,EP",3W,A,,☆☆☆☆,110.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),820～840,4.0,25.2,92.12936507936507,21.0,"V,EP,C",3W,A,,☆☆☆☆,120.0
,,,DBA-MS31S,R06A,0.658,5MT,760～780,4.0,24.4,95.15,21.0,"I,V,EP",3W,F,,☆☆☆☆,116.0
,,,DBA-MS31S,R06A,0.658,5MT,810～830,4.0,24.2,95.93636363636364,21.0,"I,V,EP",3W,A,,☆☆☆☆,115.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),780～800,4.0,29.2,79.50890410958904,21.0,"I,V,EP,B,C",3W,F,,☆☆☆☆,139.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),830～850,4.0,28.0,82.91642857142857,21.0,"I,V,EP,B,C",3W,A,,☆☆☆☆,133.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),810～820,4.0,26.8,86.62910447761192,21.0,"I,V,EP,B,C",3W,F,Dengan Turbocharger,☆☆☆☆,127.0
,,,DBA-MS31S,R06A,0.658,CVT(E･LTC),860～870,4.0,25.0,92.8664,20.8,"I,V,EP,B,C",3W,A,Dengan Turbocharger,☆☆☆☆,120.0
,※1,Scrum,ABA-DG64W,K6A,0.658,3AT(E),930～970,4.0,15.0,154.77733333333333,20.8,EP,3W,R,,,
,,,ABA-DG64W,K6A,0.658,3AT(E),970.0,4.0,14.6,159.01780821917808,20.8,EP,3W,A,,,
,,,ABA-DG64W,K6A,0.658,3AT(E),980～1010,4.0,14.0,165.83285714285714,20.5,EP,3W,A,,,
,,,ABA-DG64W,K6A,0.658,4AT(E),960～970,4.0,14.4,161.2263888888889,20.8,EP,3W,R,Dengan Turbocharger,,
,,,ABA-DG64W,K6A,0.658,4AT(E),980～1000,4.0,13.8,168.23623188405796,20.5,EP,3W,R,Dengan Turbocharger,,
,,,ABA-DG64W,K6A,0.658,4AT(E),1000～1040,4.0,13.8,168.23623188405796,20.5,EP,3W,A,Dengan Turbocharger,,
,※1,AZ-Off-road,ABA-JM23W,K6A,0.658,5MT×2,970.0,4.0,15.2,152.74078947368417,20.8,EP,3W,A,Dengan Turbocharger,,
,,,ABA-JM23W,K6A,0.658,5MT×2,980～990,4.0,14.8,156.8689189189189,20.5,EP,3W,A,Dengan Turbocharger,,
,,,ABA-JM23W,K6A,0.658,"4AT×2
(E)",980～1000,4.0,13.6,170.71029411764707,20.5,EP,3W,A,Dengan Turbocharger,,
,(Catatan),※1印の付いているNama Modelについては、Suzuki Motor Corporationが製造事業者である。,,,,,,,,,,,,,,,
