,,,DBA-V93W,6G72,2.972,5AT(LTC),2110～2210,7.0,8.4,276.38809523809516,8.7,,3W+EGR,A,,☆☆☆☆,
,,,CBA-V87W,6G75,3.827,5AT(LTC),2010～2050,5.0,7.8,297.648717948718,9.4,"Ｖ,B",3W+EGR,A,,☆☆☆,
,,,CBA-V97W,6G75,3.827,5AT(LTC),2190～2240,7.0,7.7,301.5142857142857,8.7,"Ｖ,B",3W+EGR,A,,☆☆☆,
,,Outlander,DBA-GF7W,4J11,1.998,CVT(E･LTC),1430～1480,7.0,15.2,152.74078947368417,14.4,"V,C,I,
FI,B,EP",3W,F,,☆☆☆☆,105.0
,,,DBA-GF8W,4J12,2.359,CVT(E･LTC),1520～1530,7.0,14.4,161.2263888888889,14.4,"V,C,I,
FI,B,EP",3W,A,,☆☆☆☆,100.0
,,,DBA-GF8W,4J12,2.359,CVT(E･LTC),1540～1570,7.0,14.0,165.83285714285714,13.2,"V,C,I,
FI,B,EP",3W,A,,☆☆☆☆,106.0
,※1,DelicaD:2,DBA-MB15S,K12B,1.242,CVT(E･LTC),990～1040,5.0,20.6,112.70194174757282,20.5,"V,EP,C",3W,F,,☆☆☆☆,100.0
,,,DBA-MB15S,K12B,1.242,CVT(E･LTC),1000～1050,5.0,21.8,106.49816513761466,20.5,"I,V,EP,C",3W,F,,☆☆☆☆,106.0
,,,DBA-MB15S,K12B,1.242,CVT(E･LTC),1040～1080,5.0,18.8,123.49255319148935,20.5,"V,EP,C",3W,A,,☆☆☆☆,
,,,DBA-MB15S,K12B,1.242,CVT(E･LTC),1090.0,5.0,18.0,128.9811111111111,18.7,"V,EP,C",3W,A,,☆☆☆☆,
,※2,Delica　D:3,DBA-BM20,HR16,1.597,4AT(E･LTC),1310.0,5.0,13.2,175.88333333333335,17.2,"V,EP",3W,F,,☆☆☆☆,
,,,DBA-BM20,HR16,1.597,4AT(E･LTC),1320～1370,5～7,12.8,181.3796875,15.8,"V,EP",3W,F,,☆☆☆☆,
,※2,Proudia,DBA-BY51,VQ25,2.495,7AT(E･LTC),1690～1750,5.0,11.2,207.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-BY51,VQ25,2.495,7AT(E･LTC),1770.0,5.0,11.0,211.0,11.1,"V,B",3W,R,,☆☆☆☆,
,,,DBA-BKNY51,VQ37,3.696,7AT(E･LTC),1810～1850,5.0,8.9,261.0,11.1,"V,B",3W,A,,☆☆☆☆,
,,,DBA-BKY51,VQ37,3.696,7AT(E･LTC),1720～1760,5.0,9.4,247.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-BKY51,VQ37,3.696,7AT(E･LTC),1770～1780,5.0,9.3,250.0,11.1,"V,B",3W,R,,☆☆☆☆,
,※2,Dignity,DAA-BHGY51,VQ35-HM34,3.498,7AT,1930～1950,5.0,16.6,140.0,10.2,"H,I,V,EP",3W,R,,☆☆☆☆,162.0
,,,,,,,,,,,,,,,,,
,※1印の付いているNama Modelについては、Suzuki Motor Corporationが製造事業者です。,,,,,,,,,,,,,,,,
,"※2印の付いているNama Modelについては、Nissan Motor Co., Ltd.が製造事業者です。",,,,,,,,,,,,,,,,
