,,,DAA-GPE,"FB20(Mesin Bakar)
MA1(Motor Elektrik)",1.995,CVT(E･LTC),1540.0,5.0,19.0,122.19263157894736,13.2,"V,C,Ｉ,EP,H","EGR,3W",A,,☆☆☆☆,143.0
,,,DBA-GJ2,FB16,1.599,CVT(E･LTC),1260～1290,5.0,17.6,131.9125,17.2,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,102.0
,,,DBA-GJ2,FB16,1.599,CVT(E･LTC),1250.0,5.0,16.4,141.56463414634146,17.2,"V,C","EGR,3W",F,,☆☆☆☆,
,,,DBA-GP2,FB16,1.599,CVT(E･LTC),1260～1290,5.0,17.6,131.9125,17.2,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,102.0
,,,DBA-GP2,FB16,1.599,CVT(E･LTC),1250.0,5.0,16.4,141.56463414634146,17.2,"V,C","EGR,3W",F,,☆☆☆☆,
,,,DBA-GJ3,FB16,1.599,CVT(E･LTC),1320～１350,5.0,16.2,143.31234567901234,15.8,"V,C,Ｉ,EP","EGR,3W",A,,☆☆☆☆,102.0
,,,DBA-GJ3,FB16,1.599,5MT,1260～1290,5.0,15.6,148.824358974359,17.2,V,"EGR,3W",A,,☆☆☆☆,
,,,DBA-GJ3,FB16,1.599,CVT(E･LTC),1310.0,5.0,15.4,150.75714285714284,17.2,"V,C","EGR,3W",A,,☆☆☆☆,
,,,DBA-GP3,FB16,1.599,CVT(E･LTC),1320～１350,5.0,16.2,143.31234567901234,15.8,"V,C,Ｉ,EP","EGR,3W",A,,☆☆☆☆,102.0
,,,DBA-GP3,FB16,1.599,5MT,1260～1290,5.0,15.6,148.824358974359,17.2,V,"EGR,3W",A,,☆☆☆☆,
,,,DBA-GP3,FB16,1.599,CVT(E･LTC),1310.0,5.0,15.4,150.75714285714284,17.2,"V,C","EGR,3W",A,,☆☆☆☆,
,,,DBA-GJ6,FB20,1.995,CVT(E･LTC),1290～1310,5.0,17.2,134.98023255813953,17.2,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,100.0
,,,DBA-GJ6,FB20,1.995,CVT(E･LTC),1320.0,5.0,16.6,139.85903614457828,15.8,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,105.0
,,,DBA-GP6,FB20,1.995,CVT(E･LTC),1290～1310,5.0,17.2,134.98023255813953,17.2,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,100.0
,,,DBA-GP6,FB20,1.995,CVT(E･LTC),1320.0,5.0,16.6,139.85903614457828,15.8,"V,C,Ｉ,EP","EGR,3W",F,,☆☆☆☆,105.0
,,,DBA-GJ7,FB20,1.995,CVT(E･LTC),1340～1370,5.0,15.8,146.9405063291139,15.8,"V,C,Ｉ,EP","EGR,3W",A,,☆☆☆☆,100.0
,,,DBA-GP7,FB20,1.995,CVT(E･LTC),1340～1420,5.0,15.8,146.9405063291139,15.8,"V,C,Ｉ,EP","EGR,3W",A,,☆☆☆☆,100.0
,,,CBA-GVB,EJ20,1.994,6MT,1420.0,5.0,9.4,246.9851063829787,15.8,V,3W,A,,☆☆☆,
,,,CBA-GVB,EJ20,1.994,6MT,1430～1470,5.0,9.4,246.9851063829787,14.4,V,3W,A,Torsi Maks430N･m,☆☆☆,
,,,CBA-GVB,EJ20,1.994,6MT,1470～1500,5.0,9.4,246.9851063829787,14.4,V,3W,A,Torsi Maks422N･m,☆☆☆,
,,,CBA-GRB,EJ20,1.994,6MT,1420.0,5.0,9.4,246.9851063829787,15.8,V,3W,A,,☆☆☆,
,,,CBA-GRB,EJ20,1.994,6MT,1430～1450,5.0,9.4,246.9851063829787,14.4,V,3W,A,Torsi Maks430N･m,☆☆☆,
,,,CBA-GRB,EJ20,1.994,6MT,1470～1500,5.0,9.4,246.9851063829787,14.4,V,3W,A,Torsi Maks422N･m,☆☆☆,
,,,CBA-GRF,EJ25,2.457,5AT(E･LTC),1480～1500,5.0,9.0,257.9622222222222,14.4,V,"3W,AS",Ａ,,☆☆☆,
,,,CBA-GVF,EJ25,2.457,5AT(E･LTC),1480～1510,5.0,9.0,257.9622222222222,14.4,V,"3W,AS",Ａ,,☆☆☆,
,,Exiga,DBA-YA5,EJ20,1.994,5AT(E･LTC),1590～1650,7.0,11.2,207.29107142857143,13.2,V,3W,A,,☆☆☆☆,
,,,DBA-YAM,FB25,2.498,CVT(E･LTC),1570～1630,7.0,13.2,175.88333333333335,13.2,"V,C,Ｉ,EP","EGR,3W",A,215/50R17ﾀｲﾔ,☆☆☆☆,100.0
,,,DBA-YAM,FB25,2.498,CVT(E･LTC),1580～1630,7.0,13.2,175.88333333333335,13.2,"V,C,Ｉ,EP","EGR,3W",A,215/45R18ﾀｲﾔ,☆☆☆☆,100.0
,,,DBA-YAM,FB25,2.498,CVT(E･LTC),1560～1620,7.0,12.0,193.47166666666664,13.2,"V,C,EP","EGR,3W",A,,☆☆☆☆,
,,Forester,DBA-SJ5,FB20,1.995,CVT(E･LTC),1480～1510,5.0,15.2,152.74078947368417,14.4,"V,C,I,EP","EGR,3W",A,,☆☆☆☆,105.0
,,,DBA-SJ5,FB20,1.995,CVT(E･LTC),1470～1500,5.0,14.4,161.2263888888889,14.4,"V,C,EP","EGR,3W",A,,☆☆☆☆,100.0
,,,DBA-SJ5,FB20,1.995,6MT,1440～1470,5.0,13.4,173.25820895522384,14.4,"V,EP","EGR,3W",A,,☆☆☆☆,
,,,DBA-SJG,FA20,1.998,CVT(E･LTC),1590～1620,5.0,13.2,175.88333333333335,13.2,"V,C,EP","EGR,3W",A,,☆☆☆☆,100.0
,(Catatan)＊印の付いているNama Modelについては、Toyota Motor Corporationが製造事業者です。,,,,,,,,,,,,,,,,
,　　　,,,,,,,,,,,,,,,,
