,,,DAA-HV37,VQ35-HM34,3.498,7AT,1770～1820,5.0,17.8,130.0,11.1,"H,I,V,EP",3W,R,,☆☆☆☆,160.0
,,,DAA-HNV37,VQ35-HM34,3.498,7AT,1840～1870,5.0,17.0,137.0,11.1,"H,I,V,EP",3W,A,,☆☆☆☆,153.0
,,,DAA-HNV37,VQ35-HM34,3.498,7AT,1880～1900,5.0,16.8,138.0,10.2,"H,I,V,EP",3W,A,,☆☆☆☆,164.0
,,,DBA-V36,VQ25,2.495,7AT(E･LTC),1580～1640,5.0,11.4,204.0,13.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-V36,VQ25,2.495,7AT(E･LTC),1660.0,5.0,11.2,207.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-NV36,VQ25,2.495,5AT(E･LTC),1660～1720,5.0,9.5,244.0,12.2,"V,B",3W,A,,☆☆☆☆,
,,,DBA-KV36,VQ37,3.696,7AT(E･LTC),1610～1650,5.0,9.4,247.0,13.2,"V,B",3W,R,2Kemudi Roda,☆☆☆☆,
,,,DBA-KV36,VQ37,3.696,7AT(E･LTC),1660～1670,5.0,9.3,250.0,12.2,"V,B",3W,R,2Kemudi Roda,☆☆☆☆,
,,,DBA-KV36,VQ37,3.696,7AT(E･LTC),1630～1650,5.0,9.0,258.0,13.2,"V,B",3W,R,4Kemudi Roda,☆☆☆☆,
,,,DBA-KV36,VQ37,3.696,7AT(E･LTC),1660～1680,5.0,8.9,261.0,12.2,"V,B",3W,R,4Kemudi Roda,☆☆☆☆,
,,,DBA-CKV36,VQ37,3.696,7AT(E･LTC),1630～1650,4.0,9.4,247.0,13.2,"V,B",3W,R,2Kemudi Roda,☆☆☆☆,
,,,DBA-CKV36,VQ37,3.696,7AT(E･LTC),1660.0,4.0,9.3,250.0,12.2,"V,B",3W,R,2Kemudi Roda,☆☆☆☆,
,,,DBA-CKV36,VQ37,3.696,6MT,1650.0,4.0,8.9,261.0,13.2,"V,B",3W,R,4Kemudi Roda,☆☆☆☆,
,,,DBA-CKV36,VQ37,3.696,7AT(E･LTC),1660～1690,4.0,8.9,261.0,12.2,"V,B",3W,R,4Kemudi Roda,☆☆☆☆,
,,,DBA-CKV36,VQ37,3.696,6MT,1660～1680,4.0,8.8,264.0,12.2,"V,B",3W,R,4Kemudi Roda,☆☆☆☆,
,,,DBA-J50,VQ37,3.696,7AT(E･LTC),1730～1760,5.0,9.2,252.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-J50,VQ37,3.696,7AT(E･LTC),1770.0,5.0,9.0,258.0,11.1,"V,B",3W,R,,☆☆☆☆,
,,,DBA-NJ50,VQ37,3.696,7AT(E･LTC),1820～1860,5.0,8.8,264.0,11.1,"V,B",3W,A,,☆☆☆☆,
,,Juke,DBA-YF15,HR15,1.498,CVT(E･LTC),1200.0,5.0,18.0,129.0,17.2,"I,V,EP,B,C",3W,F,,☆☆☆☆,104.0
,,,DBA-YF15,HR15,1.498,CVT(E･LTC),1170～1180,5.0,17.2,135.0,18.7,"V,EP,B,C",3W,F,,☆☆☆☆,
,,,DBA-YF15,HR15,1.498,CVT(E･LTC),1200.0,5.0,16.6,140.0,17.2,"V,EP,B,C",3W,F,,☆☆☆☆,
,,,CBA-F15,MR16,1.618,CVT(E･LTC),1290～1300,5.0,13.0,179.0,17.2,"D,V,EP,B,C",3W,F,,☆☆☆,
,,,CBA-F15,MR16,1.618,CVT(E･LTC),1320.0,5.0,12.8,181.0,15.8,"D,V,EP,B,C",3W,F,,☆☆☆,
,,,CBA-NF15,MR16,1.618,CVT(E･LTC),1380～1400,5.0,12.6,184.0,15.8,"D,V,EP,B,C",3W,A,,☆☆☆,
,,Fuga,DAA-HY51,VQ35-HM34,3.498,7AT,1820～1870,5.0,18.0,129.0,11.1,"H,I,V,EP",3W,R,,☆☆☆☆,162.0
,,,DAA-HY51,VQ35-HM34,3.498,7AT,1880～1890,5.0,17.8,130.0,10.2,"H,I,V,EP",3W,R,,☆☆☆☆,174.0
,,,DBA-Y51,VQ25,2.495,7AT(E･LTC),1690～1750,5.0,11.2,207.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-Y51,VQ25,2.495,7AT(E･LTC),1770.0,5.0,11.0,211.0,11.1,"V,B",3W,R,,☆☆☆☆,
,,,DBA-KY51,VQ37,3.696,7AT(E･LTC),1720～1760,5.0,9.4,247.0,12.2,"V,B",3W,R,,☆☆☆☆,
,,,DBA-KY51,VQ37,3.696,7AT(E･LTC),1770～1780,5.0,9.3,250.0,11.1,"V,B",3W,R,,☆☆☆☆,
,,,DBA-KNY51,VQ37,3.696,7AT(E･LTC),1800～1850,5.0,8.9,261.0,11.1,"V,B",3W,A,,☆☆☆☆,
,,Wingroad,DBA-Y12,HR15,1.498,CVT(E･LTC),1200～1240,5.0,17.2,135.0,17.2,"V,EP,B,C","3W,EGR",F,,☆☆☆☆,100.0
,,,DBA-Y12,HR15,1.498,4AT(E･LTC),1180～1190,5.0,15.0,155.0,18.7,"V,EP,B","3W,EGR",F,,☆☆☆☆,
,,,DBA-Y12,HR15,1.498,4AT(E･LTC),1200,5.0,14.6,159.0,17.2,"V,EP,B","3W,EGR",F,,☆☆☆☆,
,,,DBA-JY12,MR18,1.797,CVT(E･LTC),1240～1270,5.0,14.0,166.0,17.2,"V,EP,B,C",3W,F,,☆☆☆☆,
,,,DBA-NY12,HR15,1.498,4AT(E･LTC),1270～1310,5.0,14.0,166.0,17.2,"V,EP,B","3W,EGR",A,,☆☆☆☆,
,,,DBA-NY12,HR15,1.498,4AT(E･LTC),1320.0,5.0,13.6,171.0,15.8,"V,EP,B","3W,EGR",A,,☆☆☆☆,
,,Cima,DAA-HGY51,VQ35-HM34,3.498,7AT,1930～1950,5.0,16.6,140.0,10.2,"H,I,V,EP",3W,R,,☆☆☆☆,162.0
,,X-TRAIL,DBA-T32,MR20,1.997,CVT(E･LTC),1440～1530,5～7,16.4,142.0,14.4,"I,D,V,EP,B,C",3W,F,,☆☆☆☆,113.0
,,,DBA-T32,MR20,1.997,CVT(E･LTC),1540～1550,7.0,16.0,145.0,13.2,"I,D,V,EP,B,C",3W,F,,☆☆☆☆,121.0
,,,DBA-NT32,MR20,1.997,CVT(E･LTC),1500～1530,5.0,16.0,145.0,14.4,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,111.0
,,,DBA-NT32,MR20,1.997,CVT(E･LTC),1540～1610,5～7,15.6,149.0,13.2,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,118.0
,※3,Lafesta,DBA-CWFFWN,PE,1.997,6AT(E･LTC),1480～1490,7.0,16.2,143.0,14.4,"I,D,V,EP,B",3W,F,15ｲﾝﾁﾀｲﾔ,☆☆☆☆,112.0
,,,DBA-CWFFWN,PE,1.997,6AT(E･LTC),1490～1500,7.0,15.2,153.0,14.4,"I,D,V,EP,B",3W,F,"16ｲﾝﾁﾀｲﾔAtau
17ｲﾝﾁﾀｲﾔ",☆☆☆☆,105.0
,,,DBA-CWEFWN,LF,1.998,5AT(E･LTC),1470～1480,7.0,13.0,179.0,14.4,"D,V,EP",3W+EGR,F,,☆☆☆☆,
,,,DBA-CWEAWN,LF,1.998,4AT(E･LTC),1580～1590,7.0,10.6,219.0,13.2,"V,EP",3W+EGR,A,,☆☆☆☆,
,,Serena,DAA-HC26,MR20-SM23,1.997,CVT(E･LTC),1650.0,8.0,16.0,145.0,13.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,121.0
,,,DAA-HC26,MR20-SM23,1.997,CVT(E･LTC),1660～1700,8.0,15.4,151.0,12.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,126.0
,,,DAA-HFC26,MR20-SM23,1.997,CVT(E･LTC),1650.0,8.0,16.0,145.0,13.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,121.0
,,,DAA-HFC26,MR20-SM23,1.997,CVT(E･LTC),1660～1710,8.0,15.4,151.0,12.2,"H,D,V,EP,B,C",3W,F,,☆☆☆☆,126.0
,,,DBA-C26,MR20,1.997,CVT(E･LTC),1610～1620,8.0,13.8,168.0,13.2,"D,V,EP,B,C",3W,F,,☆☆☆☆,104.0
,,,DBA-NC26,MR20,1.997,CVT(E･LTC),1720～1760,8.0,13.6,171.0,12.2,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,111.0
,,,DBA-NC26,MR20,1.997,CVT(E･LTC),1770.0,8.0,12.8,181.0,11.1,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,115.0
,,,DBA-NC26,MR20,1.997,CVT(E･LTC),1700～1710,8.0,12.6,184.0,12.2,"D,V,EP,B,C",3W,A,,☆☆☆☆,103.0
,,,DBA-FNC26,MR20,1.997,CVT(E･LTC),1730～1760,8.0,13.6,171.0,12.2,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,111.0
,,,DBA-FNC26,MR20,1.997,CVT(E･LTC),1770～1790,8.0,12.8,181.0,11.1,"I,D,V,EP,B,C",3W,A,,☆☆☆☆,115.0
,,Sylphy,DBA-TB17,MRA8,1.798,CVT(E･LTC),1230～1240,5.0,15.6,149.0,17.2,"V,EP,B,C",3W,F,,☆☆☆☆,
,,NV200 Vanette,DBA-M20,HR16,1.597,4AT(E･LTC),1310.0,5.0,13.2,176.0,17.2,"V,EP",3W,F,,☆☆☆☆,
,,,DBA-M20,HR16,1.597,4AT(E･LTC),1320～1370,5～7,12.8,181.0,15.8,"V,EP",3W,F,,☆☆☆☆,
,,Teana,DBA-J32,VQ25,2.495,CVT(E･LTC),1490～1530,5.0,11.4,204.0,14.4,"V,B,C",3W,F,,☆☆☆☆,
,,,DBA-J32,VQ25,2.495,CVT(E･LTC),1540～1560,5.0,11.2,207.0,13.2,"V,B,C",3W,F,,☆☆☆☆,
,,,CBA-TNJ32,QR25,2.488,CVT(E･LTC),1540～1570,5.0,10.4,223.0,13.2,"V,C",3W,A,,☆☆☆,
,,Elgrand,DBA-TE52,QR25,2.488,CVT(E･LTC),1910～1990,7～8,10.8,215.0,10.2,"V,EP,B,C",3W,F,,☆☆☆☆,105.0
,,,DBA-TE52,QR25,2.488,CVT(E･LTC),2000～2010,7.0,10.6,219.0,9.4,"V,EP,B,C",3W,F,,☆☆☆☆,112.0
,,,DBA-TNE52,QR25,2.488,CVT(E･LTC),1980～1990,8.0,10.4,223.0,10.2,"V,EP,B,C",3W,A,,☆☆☆☆,101.0
,,,DBA-TNE52,QR25,2.488,CVT(E･LTC),2000～2050,7～8,10.2,228.0,9.4,"V,EP,B,C",3W,A,,☆☆☆☆,108.0
,,,DBA-PE52,VQ35,3.498,CVT(E･LTC),2000～2080,7～8,9.4,247.0,9.4,"V,EP,B,C",3W,F,,☆☆☆☆,100.0
,,,DBA-PNE52,VQ35,3.498,CVT(E･LTC),2060～2100,7～8,9.2,252.0,9.4,"V,EP,B,C",3W,A,,☆☆☆☆,
,,,DBA-PNE52,VQ35,3.498,CVT(E･LTC),2110～2140,7～8,9.0,258.0,8.7,"V,EP,B,C",3W,A,,☆☆☆☆,103.0
,,Murano,CBA-TZ51,QR25,2.488,CVT(E･LTC),1650.0,5.0,10.8,215.0,13.2,"V,C",3W,F,,☆☆☆,
,,,CBA-TZ51,QR25,2.488,CVT(E･LTC),1660～1720,5.0,10.6,219.0,12.2,"V,C",3W,F,,☆☆☆,
,,,CBA-TNZ51,QR25,2.488,CVT(E･LTC),1720～1760,5.0,10.4,223.0,12.2,"V,C",3W,A,,☆☆☆,
,,,CBA-TNZ51,QR25,2.488,CVT(E･LTC),1770～1790,5.0,10.2,228.0,11.1,"V,C",3W,A,,☆☆☆,
,,,CBA-PNZ51,VQ35,3.498,CVT(E･LTC),1800～1860,5.0,8.7,267.0,11.1,"V,C,B",3W,A,,☆☆☆,
,,FairladyZ,CBA-Z34,VQ37,3.696,7AT(E･LTC),1510～1530,2.0,9.2,252.0,14.4,"V,B",3W,R,,☆☆☆,
,,,CBA-Z34,VQ37,3.696,7AT(E･LTC),1550.0,2.0,9.1,255.0,13.2,"V,B",3W,R,,☆☆☆,
,,,CBA-Z34,VQ37,3.696,6MT,1500～1520,2.0,9.1,255.0,14.4,"V,B",3W,R,,☆☆☆,
,,,CBA-Z34,VQ37,3.696,6MT,1540.0,2.0,9.0,258.0,13.2,"V,B",3W,R,,☆☆☆,
,,,CBA-HZ34,VQ37,3.696,7AT(E･LTC),1580～1600,2.0,9.1,255.0,13.2,"V,B",3W,R,,☆☆☆,
,,,CBA-HZ34,VQ37,3.696,6MT,1550～1590,2.0,9.0,258.0,13.2,"V,B",3W,R,,☆☆☆,
,,NV350 Caravan,CBA-KS2E26,QR25,2.488,5AT(E･LTC),1860.0,10.0,9.1,255.0,11.1,"V,B",3W,R,,☆☆☆,
,,,CBA-KS4E26,QR25,2.488,5AT(E･LTC),1980.0,10.0,8.9,261.0,10.2,"V,B",3W,R,,☆☆☆,
,,GT-R,DBA-R35,VR38,3.799,6AT,1720～1760,2～4,8.7,267.0,12.2,V,"3W,AS",A,,☆☆☆☆,
,,,DBA-R35,VR38,3.799,6AT,1770.0,4.0,8.5,273.0,11.1,V,"3W,AS",A,,☆☆☆☆,
,,,,,,,,,,,,,,,,,
,※3印の付いているNama Modelについては、Mazda Motor Corporationが製造事業者である。,,,,,,,,,,,,,,,,
