,,,DAA-RU3,"LEB(Mesin Bakar)
-H1(Motor Elektrik)",1.496,"7AT
（E）",1300.0,5,24.2,95.93636363636364,17.2,D・V・H・I・MC・EP,3W+EGR,F,タイヤ 215/55R17,☆☆☆☆,140.0
,,,DAA-RU4,"LEB(Mesin Bakar)
-H1(Motor Elektrik)",1.496,"7AT
（E）",1350～1370,5,23.2,100.07155172413793,15.8,D・V・H・I・MC・EP,3W+EGR,A,,☆☆☆☆,146.0
,,,DAA-RU4,"LEB(Mesin Bakar)
-H1(Motor Elektrik)",1.496,"7AT
（E）",1380.0,5,21.6,107.48425925925925,15.8,D・V・H・I・MC・EP,3W+EGR,A,タイヤ 215/55R17,☆☆☆☆,136.0
,,,DBA-RU1,L15B,1.496,"CVT
（E）",1180～1190,5,20.6,112.70194174757282,18.7,D・V・C・I・EP,3W+EGR,F,,☆☆☆☆,110.0
,,,DBA-RU1,L15B,1.496,"CVT
（E）",1210.0,5,19.2,120.91979166666667,17.2,D・V・C・I・EP,3W+EGR,F,タイヤ 215/55R17,☆☆☆☆,111.0
,,,DBA-RU2,L15B,1.496,"CVT
（E）",1270.0,5,19.0,122.19263157894736,17.2,D・V・C・I・EP,3W+EGR,A,,☆☆☆☆,110.0
,,Fit Shuttle,DAA-GP2,"LDA(Mesin Bakar)
-MF6(Motor Elektrik)",1.339,"CVT
（E）",1190.0,5.0,26.2,88.61297709923664,18.7,CY・V・I・EP・C・H,3W+EGR,F,,☆☆☆☆,140.0
,,,DAA-GP2,"LDA(Mesin Bakar)
-MF6(Motor Elektrik)",1.339,"CVT
（E）",1200～1220,5.0,25.2,92.12936507936507,17.2,CY・V・I・EP・C・H,3W+EGR,F,,☆☆☆☆,146.0
,,,DAA-GP2,"LDA(Mesin Bakar)
-MF6(Motor Elektrik)",1.339,"CVT
（E）",1190.0,5.0,26.0,89.29461538461538,18.7,CY・V・I・EP・C・H,3W+EGR,F,,☆☆☆☆,139.0
,,,DAA-GP2,"LDA(Mesin Bakar)
-MF6(Motor Elektrik)",1.339,"CVT
（E）",1200～1230,5.0,25.0,92.8664,17.2,CY・V・I・EP・C・H,3W+EGR,F,,☆☆☆☆,145.0
,,,DBA-GG7,L15A,1.496,"CVT
（E・LTC）",1140～1170,5,18.8,123.49255319148935,18.7,C・V・EP,3W+EGR,F,,☆☆☆☆,100.0
,,,DBA-GG7,L15A,1.496,"CVT
（E・LTC）",1140～1170,5.0,18.6,124.82043010752686,18.7,C・V・EP,3W+EGR,F,,☆☆☆☆,
,,,DBA-GG7,L15A,1.496,"CVT
（E・LTC）",1160～1180,5.0,18.0,128.9811111111111,18.7,C・V・EP,3W+EGR,F,タイヤ 185/55R16,☆☆☆☆,
,,,DBA-GG8,L15A,1.496,5AT(E・LTC),1210～1240,5.0,14.6,159.01780821917808,17.2,V・EP,3W+EGR,A,,☆☆☆☆,
,,Insight Exclusive,DAA-ZE3,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,"CVT
（E）",1200～1210,5.0,23.2,100.07155172413793,17.2,V・I・EP・C・H,3W+EGR,F,,☆☆☆☆,134.0
,,,DAA-ZE3,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,"CVT
（E）",1210.0,5.0,22.2,104.57927927927929,17.2,V・I・EP・C・H,3W+EGR,F,タイヤ 185/55R16,☆☆☆☆,129.0
,,CR-Z,DAA-ZF2,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,"CVT
（E）",1160～1190,4,23.0,100.94173913043477,18.7,V・I・EP・C・H,3W+EGR,F,タイヤ195/55R16,☆☆☆☆,122.0
,,,DAA-ZF2,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,"CVT
（E）",1170～1190,4,21.6,107.48425925925925,18.7,V・I・EP・C・H,3W+EGR,F,タイヤ205/45R17,☆☆☆☆,115.0
,,,DAA-ZF2,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,6MT,1140～1170,4,20.6,112.70194174757282,18.7,V・I・EP・H,3W+EGR,F,タイヤ195/55R16,☆☆☆☆,110.0
,,,DAA-ZF2,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,6MT,1140～1170,4,19.4,119.67319587628867,18.7,V・I・EP・H,3W+EGR,F,タイヤ205/45R17,☆☆☆☆,103.0
,,Freed,DAA-GP3,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,CVT(E),1380～1420,5/6/7,21.6,107.48425925925925,15.8,V・I・EP・C・H・CY,3W+EGR,F,,☆☆☆☆,136.0
,,,DBA-GB3,L15A,1.496,CVT(E･LTC),1270～1310,5/6/7/8,16.6,139.85903614457828,17.2,C・V・EP,3W+EGR,F,,☆☆☆☆,96.0
,,,DBA-GB3,L15A,1.496,CVT(E･LTC),1320～1380,4/5/6/7/8,16.0,145.10375,15.8,C・V・EP,3W+EGR,F,,☆☆☆☆,101.0
,,,DBA-GB4,L15A,1.496,5AT(E･LTC),1360～1420,5/6/7,13.2,175.88333333333335,15.8,V・EP,3W+EGR,A,,☆☆☆☆,83.0
,,,DBA-GB4,L15A,1.496,5AT(E･LTC),1430～1460,4/7,12.8,181.3796875,14.4,V・EP,3W+EGR,A,,☆☆☆☆,88.0
,,Freed Spike,DAA-GP3,"LEA(Mesin Bakar)
-MF6(Motor Elektrik)",1.496,CVT(E),1380～1420,5/6/7,21.6,107.48425925925925,15.8,V・I・EP・C・H・CY,3W+EGR,F,,☆☆☆☆,136.0
,,,DBA-GB3,L15A,1.496,CVT(E･LTC),1270～1310,5/6/7/8,16.6,139.85903614457828,17.2,C・V・EP,3W+EGR,F,,☆☆☆☆,96.0
,,,DBA-GB3,L15A,1.496,CVT(E･LTC),1320～1380,4/5/6/7/8,16.0,145.10375,15.8,C・V・EP,3W+EGR,F,,☆☆☆☆,101.0
,,,DBA-GB4,L15A,1.496,5AT(E･LTC),1360～1420,5/6/7,13.2,175.88333333333335,15.8,V・EP,3W+EGR,A,,☆☆☆☆,83.0
,,Step WGN,DBA-RK1,R20A,1.997,CVT(E・LTC),1600～1640,7~8,15.0,154.77733333333333,13.2,C･V・I・EP,3W+EGR,F,,☆☆☆☆,113.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1630～1640,8.0,14.8,156.8689189189189,13.2,C･V・I・EP,3W+EGR,F,タイヤ　205/60R16,☆☆☆☆,112.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1660～1680,8.0,14.6,159.01780821917808,12.2,C･V・I・EP,3W+EGR,F,,☆☆☆☆,119.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1660.0,7~8,14.4,161.2263888888889,12.2,C･V・I・EP,3W+EGR,F,タイヤ　205/60R16,☆☆☆☆,118.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1580～1650,8.0,13.4,173.25820895522384,13.2,C･V・EP,3W+EGR,F,　,☆☆☆☆,101.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1610～1650,8.0,13.2,175.88333333333335,13.2,C･V・EP,3W+EGR,F,タイヤ　205/60R16,☆☆☆☆,100.0
　,　,,DBA-RK1,R20A,1.997,CVT(E・LTC),1660～1670,8.0,13.0,178.58923076923077,12.2,C･V・EP,3W+EGR,F,　,☆☆☆☆,106.0
,,,DBA-RK1,R20A,1.997,CVT(E・LTC),1660～1680,8.0,12.8,181.3796875,12.2,C･V・EP,3W+EGR,F,タイヤ　205/60R16,☆☆☆☆,104.0
,,,DBA-RK3,R20A,1.997,CVT(E・LTC),1690～1700,7.0,14.6,159.01780821917808,12.2,C･V・I・EP,3W+EGR,F,,☆☆☆☆,119.0
,,,DBA-RK3,R20A,1.997,CVT(E・LTC),1710,7.0,14.4,161.2263888888889,12.2,C･V・I・EP,3W+EGR,F,タイヤ　205/60R16,☆☆☆☆,118.0
,,,DBA-RK3,R20A,1.997,CVT(E・LTC),1680～1690,7.0,13.0,178.58923076923077,12.2,C・V・EP,3W+EGR,F,,☆☆☆☆,106.0
,,,DBA-RK3,R20A,1.997,CVT(E・LTC),1680～1700,7.0,12.8,181.3796875,12.2,C・V・EP,3W+EGR,F,タイヤ　205/60R16 ,☆☆☆☆,104.0
,,,DBA-RK2,R20A,1.997,CVT(E・LTC),1680～1750,7~8,13.6,170.71029411764707,12.2,C･V・I・EP,3W+EGR,A,,☆☆☆☆,111.0
,,,DBA-RK2,R20A,1.997,5AT(E・LTC),1650.0,8.0,11.8,196.75084745762712,13.2,V・EP,3W+EGR,A,,☆☆☆☆,
,,,DBA-RK2,R20A,1.997,5AT(E・LTC),1660～1720,8.0,11.6,200.14310344827587,12.2,V・EP,3W+EGR,A,,☆☆☆☆,
,,,DBA-RK4,R20A,1.997,CVT(E・LTC),1760.0,7,13.6,170.71029411764707,12.2,C･V・I・EP,3W+EGR,A,,☆☆☆☆,111.0
,,,DBA-RK4,R20A,1.997,CVT(E・LTC),1770.0,7,13.2,175.88333333333335,11.1,C･V・I・EP,3W+EGR,A,,☆☆☆☆,118.0
,,,DBA-RK4,R20A,1.997,5AT(E・LTC),1750.0,7.0,11.6,200.14310344827587,12.2,V・EP,3W+EGR,A,,☆☆☆☆,
,,Step WGN Spada,DBA-RK5,R20A,1.997,CVT(E・LTC),1630～1650,7~8,14.8,156.8689189189189,13.2,C･V・I・EP,3W+EGR,F,　,☆☆☆☆,112.0
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1660～1700,7~8,14.4,161.2263888888889,12.2,C･V・I・EP,3W+EGR,F,　,☆☆☆☆,118.0
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1660～1690,7~8,13.8,168.23623188405796,12.2,C･V・I・EP,3W+EGR,F,タイヤ　205/55R17  ,☆☆☆☆,113.0
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1610～1650,8.0,13.2,175.88333333333335,13.2,C･V・EP,3W+EGR,F,　,☆☆☆☆,100.0
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1620～1650,8.0,12.8,181.3796875,13.2,C･V・EP,3W+EGR,F,タイヤ　205/55R17  ,☆☆☆☆,
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1660～1690,8.0,12.8,181.3796875,12.2,C･V・EP,3W+EGR,F,　,☆☆☆☆,104.0
,,,DBA-RK5,R20A,1.997,CVT(E・LTC),1660～1680,8.0,12.4,187.2306451612903,12.2,C･V・EP,3W+EGR,F,タイヤ　205/55R17  ,☆☆☆☆,101.0
,,,DBA-RK7,R20A,1.997,CVT(E・LTC),1700～1710,7.0,14.4,161.2263888888889,12.2,C･V・I・EP,3W+EGR,F,,☆☆☆☆,118.0
,,,DBA-RK7,R20A,1.997,CVT(E・LTC),1730,7.0,13.8,168.23623188405796,12.2,C･V・I・EP,3W+EGR,F,タイヤ　205/55R17  ,☆☆☆☆,113.0
,,,DBA-RK7,R20A,1.997,CVT(E・LTC),1700,7.0,12.8,181.3796875,12.2,C・V・EP,3W+EGR,F,,☆☆☆☆,104.0
,,,DBA-RK7,R20A,1.997,CVT(E・LTC),1730.0,7.0,12.4,187.2306451612903,12.2,C・V・EP,3W+EGR,F,タイヤ　205/55R17  ,☆☆☆☆,101.0
,,,DBA-RK6,R20A,1.997,CVT(E・LTC),1710～1760,7~8,13.6,170.71029411764707,12.2,C･V・I・EP,3W+EGR,A,,☆☆☆☆,111.0
,,,DBA-RK6,R20A,1.997,5AT(E・LTC),1680～1740,8.0,11.6,200.14310344827587,12.2,V・EP,3W+EGR,A,,☆☆☆☆,
,,CR-V,DBA-RM1,R20A,1.997,CVT(E・LTC),1460～1500,5.0,14.4,161.2263888888889,14.4,C・V・EP,3W+EGR,F,,☆☆☆☆,100.0
,,,DBA-RM4,K24A,2.354,5AT(E・LTC),1540～1580,5.0,11.6,200.14310344827587,13.2,V・EP,3W,A,,☆☆☆☆,
,,Stream,DBA-RN8,R20A,1.997,CVT(E・LTC),1370～1410,5~7,14.4,161.2263888888889,15.8,C・V・EP,3W+EGR,F,タイヤ 205/65R15,☆☆☆☆,
,,,DBA-RN8,R20A,1.997,CVT(E・LTC),1400～1420,5~7,14.2,163.49718309859156,15.8,C・V・EP,3W+EGR,F,,☆☆☆☆,
,,,DBA-RN8,R20A,1.997,CVT(E・LTC),1430.0,7.0,13.8,168.23623188405796,14.4,C・V・EP,3W+EGR,F,,☆☆☆☆,
,,,DBA-RN6,R18A,1.799,5AT(E・LTC),1350～1380,5~7,13.4,173.25820895522384,15.8,V・EP,3W+EGR,F,タイヤ 205/65R15,☆☆☆☆,
,,,DBA-RN6,R18A,1.799,5AT(E・LTC),1370～1410,5~7,13.2,175.88333333333335,15.8,V・EP,3W+EGR,F,,☆☆☆☆,
,,,DBA-RN7,R18A,1.799,5AT(E・LTC),1440～1460,7.0,12.6,184.25873015873015,14.4,V・EP,3W+EGR,A,タイヤ 205/65R15,☆☆☆☆,
,,,DBA-RN7,R18A,1.799,5AT(E・LTC),1460～1480,6~7,12.2,190.3,14.4,V・EP,3W+EGR,A,,☆☆☆☆,
,,,DBA-RN9,R20A,1.997,5AT(E・LTC),1480～1500,6~7,12.2,190.3,14.4,V・EP,3W+EGR,A,,☆☆☆☆,
,,Odyssey,DBA-RC1,K24W,2.356,CVT(E・LTC),1750～1760,8,14.0,165.83285714285714,12.2,D・V・C・I・EP,3W,F,,☆☆☆☆,114.0
,,,DBA-RC1,K24W,2.356,CVT(E・LTC),1720～1740,8,13.8,168.23623188405796,12.2,V・C・I・EP,3W,F,,☆☆☆☆,113.0
,,,DBA-RC1,K24W,2.356,CVT(E・LTC),1770～1840,7/8,13.6,170.71029411764707,11.1,D・V・C・I・EP,3W,F,,☆☆☆☆,122.0
,,,DBA-RC1,K24W,2.356,CVT(E・LTC),1770～1810,7,13.4,173.25820895522384,11.1,V・C・I・EP,3W,F,,☆☆☆☆,120.0
,,,DBA-RC1,K24W,2.356,CVT(E・LTC),1790～1800,7,13.2,175.88333333333335,11.1,V・C・I・EP,3W,F,タイヤ 215/55R17,☆☆☆☆,118.0
,,,DBA-RC1,K24W,2.356,CVT(E・LTC),1700.0,8,12.4,187.2306451612903,12.2,V・C・EP,3W,F,,☆☆☆☆,101.0
,,,DBA-RC2,K24W,2.356,CVT(E・LTC),1810～1850,8,13.0,178.58923076923077,11.1,D・V・C・I・EP,3W,A,,☆☆☆☆,117.0
,,,DBA-RC2,K24W,2.356,CVT(E・LTC),1780～1830,8,12.8,181.3796875,11.1,V・C・I・EP,3W,A,,☆☆☆☆,115.0
,,,DBA-RC2,K24W,2.356,CVT(E・LTC),1800～1820,8,12.6,184.25873015873015,11.1,V・C・I・EP,3W,A,タイヤ 215/55R17,☆☆☆☆,113.0
,,,DBA-RC2,K24W,2.356,CVT(E・LTC),1770.0,8,11.6,200.14310344827587,11.1,V・C・EP,3W,A,,☆☆☆☆,104.0
,,,DBA-RB3,K24A,2.354,"CVT
（E）",1600～1650,7.0,12.4,187.2306451612903,13.2,C・V・EP,3W,Ｆ,,☆☆☆☆,
,,,DBA-RB3,K24A,2.354,"CVT
（E）",1660.0,7,12.2,190.3,12.2,C・V・EP,3W,Ｆ,,☆☆☆☆,100.0
,,,DBA-RB3,K24A,2.354,5AT(E・LTC),1630～1650,7.0,11.0,211.05999999999997,13.2,V・EP,3W,Ｆ,,☆☆☆☆,
,,,DBA-RB3,K24A,2.354,5AT(E・LTC),1660～1680,7.0,10.8,214.9685185185185,12.2,V・EP,3W,Ｆ,,☆☆☆☆,
,,,DBA-RB4,K24A,2.354,5AT(E・LTC),1660～1740,7.0,10.6,219.0245283018868,12.2,V・EP,3W,A,,☆☆☆☆,
,,Elysion,DBA-RR1,K24A,2.354,5AT(E・LTC),1820～1870,7~8,9.9,234.51111111111112,11.1,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR1,K24A,2.354,5AT(E・LTC),1880～1900,7~8,9.7,239.34639175257735,10.2,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR2,K24A,2.354,5AT(E・LTC),1890～1960,7~8,9.5,244.3852631578947,10.2,V,3W+EGR,A,,☆☆☆☆,
,,,DBA-RR3,J30A,2.997,5AT(E・LTC),1890～1970,7~8,9.0,257.9622222222222,10.2,CY,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR4,J30A,2.997,5AT(E・LTC),1970～1990,7~8,8.8,263.825,10.2,CY,3W+EGR,A,,☆☆☆☆,
,,,DBA-RR4,J30A,2.997,5AT(E・LTC),2000～2050,7.0,8.6,269.96046511627907,9.4,CY,3W+EGR,A,,☆☆☆☆,
,,Elysion　Prestige,DBA-RR1,K24A,2.354,5AT(E・LTC),1820～1870,7~8,9.9,234.51111111111112,11.1,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR1,K24A,2.354,5AT(E・LTC),1880～1900,7~8,9.7,239.34639175257735,10.2,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR2,K24A,2.354,5AT(E・LTC),1890～1960,7~8,9.5,244.3852631578947,10.2,V,3W+EGR,A,,☆☆☆☆,
,,,DBA-RR5,J35A,3.471,5AT(E・LTC),1920～1990,7~8,8.2,283.1292682926829,10.2,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR5,J35A,3.471,5AT(E・LTC),2010.0,7.0,8.1,286.6246913580247,9.4,V,3W+EGR,F,,☆☆☆☆,
,,,DBA-RR6,J35A,3.471,5AT(E・LTC),2000～2040,7.0,7.8,297.648717948718,9.4,V,3W+EGR,A,,☆☆☆☆,
